facility_code,facility_name,state,total_volume,betweenness_centrality,pagerank,clustering_coefficient,in_degree,out_degree,weighted_in_degree,weighted_out_degree,avg_out_delay,median_out_delay,pct_delayed_out,avg_in_delay,pct_delayed_in,norm_betweenness,norm_delay,norm_volume,bottleneck_score,bottleneck_rank,outgoing_breach_impact,incoming_breach_impact,total_breach_impact,sla_contribution_pct
IND504215AAA,Luxettipet_ShivaDPP_D (Telangana),Telangana,17,0.0,0.000448,1.0,1,2,1,16,1.967,1.385,0.875,3.417,1.0,0.0,0.875,0.008040201005025126,0.35241206030150757,1163,14.0,1.0,15.0,0.06500260010400416
IND345021AAA,Pokhran_SttinDPP_D (Rajasthan),Rajasthan,17,0.0,0.000345,1.0,2,1,7,10,2.22,2.05,1.0,1.79,0.714,0.0,1.0,0.008040201005025126,0.40241206030150756,591,10.0,5.0,15.0,0.06500260010400416
IND400037AAA,Mumbai Antop Hill (Maharashtra),Maharashtra,15,0.0,0.001708,0.0,1,1,2,13,3.173,3.308,1.0,9.0,1.0,0.0,1.0,0.007035175879396985,0.40211055276381913,625,13.0,2.0,15.0,0.06500260010400416
IND147001AAD,Patiala_GainMrkt_L (Punjab),Punjab,16,0.001216,0.000294,0.1667,2,3,9,7,4.374,2.868,1.0,2.217,0.889,0.005518267917353047,1.0,0.007537688442211055,0.40391678690786925,399,7.0,8.0,15.0,0.06500260010400416
IND321001AAB,Bharatpur_NraynDPP_D (Rajasthan),Rajasthan,21,0.00081,0.000797,0.6667,1,2,13,8,1.119,1.143,0.25,2.235,1.0,0.0036758199120526048,0.25,0.010050251256281407,0.10411782135050021,1466,2.0,13.0,15.0,0.06500260010400416
IND134203AAA,Naraingarh_Ward2DPP_D (Haryana),Haryana,16,0.000405,0.000139,1.0,1,2,1,15,2.078,2.0,1.0,1.0,0.0,0.0018379099560263024,1.0,0.007537688442211055,0.40281267951947125,532,15.0,0.0,15.0,0.06500260010400416
IND321606AAA,Kherli_GodamDPP_D (Rajasthan),Rajasthan,16,0.0,0.000352,0.6667,2,2,7,9,4.71,5.294,1.0,2.907,0.857,0.0,1.0,0.007537688442211055,0.40226130653266334,612,9.0,6.0,15.0,0.06500260010400416
IND126112AAA,Safidon_HatRDDPP_D (Haryana),Haryana,16,0.0,0.000116,0.0,0,1,0,16,3.887,1.944,0.938,0.0,0.0,0.0,0.938,0.007537688442211055,0.3774613065326633,1058,15.0,0.0,15.0,0.06500260010400416
IND425201AAA,Bhusawal_Samarth_D (Maharashtra),Maharashtra,18,0.0,0.000701,1.0,1,1,9,9,3.21,2.875,1.0,5.82,0.667,0.0,1.0,0.008542713567839196,0.40256281407035177,572,9.0,6.0,15.0,0.06500260010400416
IND670645AAB,Mananthavady_Central_D_1 (Kerala),Kerala,15,0.000404,0.000425,1.0,2,1,9,6,4.171,3.833,1.0,2.633,1.0,0.0018333719067521635,1.0,0.007035175879396985,0.4026605643358448,559,6.0,9.0,15.0,0.06500260010400416
IND140401AAA,Rajpura_DC (Punjab),Punjab,15,0.000404,0.000358,0.5,2,3,8,7,2.72,1.857,1.0,3.438,1.0,0.0018333719067521635,1.0,0.007035175879396985,0.4026605643358448,558,7.0,8.0,15.0,0.06500260010400416
IND505425AAA,DhrmpuriTS_HanumDPP_D (Telangana),Telangana,16,0.00282,0.000783,0.4,3,2,14,2,2.679,2.679,1.0,4.609,0.929,0.012797298953072033,1.0,0.007537688442211055,0.40610049621858496,184,2.0,13.0,15.0,0.06500260010400416
IND203205AAA,Sikandrabd_GTRoad_D (Uttar Pradesh),Uttar Pradesh,19,0.0,0.000932,0.0,1,0,19,0,0.0,0.0,0.0,1.655,0.789,0.0,0.0,0.009045226130653266,0.0027135678391959797,1508,0.0,15.0,15.0,0.06500260010400416
IND722143AAB,Mejia_Central_D_1 (West Bengal),West Bengal,19,0.0,0.000492,1.0,1,1,9,10,1.297,1.234,0.6,3.907,1.0,0.0,0.6,0.009045226130653266,0.24271356783919598,1377,6.0,9.0,15.0,0.06500260010400416
IND505302AAB,Vemulawada_Central_DPP_2 (Telangana),Telangana,23,0.002022,0.000547,0.4,2,3,13,10,1.212,1.042,0.3,3.843,0.923,0.009175935632309095,0.3,0.011055276381909548,0.1260693636042656,1454,3.0,12.0,15.0,0.06500260010400416
IND486889AAA,Singrauli_Ward8DPP_D (Madhya Pradesh),Madhya Pradesh,14,3e-06,0.000429,0.3333,1,2,7,7,2.462,2.725,1.0,2.574,1.0,1.3614147822417056e-05,1.0,0.006532663316582915,0.40196388323932164,652,7.0,7.0,14.0,0.060669093430403886
IND321001AAA,Bharatpur_DC (Rajasthan),Rajasthan,22,0.000806,0.000724,0.5,2,2,9,13,1.306,1.267,0.692,1.351,0.556,0.0036576677149560487,0.692,0.010552763819095477,0.28106312946021544,1326,9.0,5.0,14.0,0.060669093430403886
IND414502AAA,Shevgaon_VidyaNgr_D (Maharashtra),Maharashtra,14,0.001211,0.000411,0.0,1,1,7,7,1.614,1.577,1.0,2.554,1.0,0.005495577670982352,1.0,0.006532663316582915,0.4036084722962696,429,7.0,7.0,14.0,0.060669093430403886
IND757025AAA,Betnoti_MhliaDPP_D (Orissa),Orissa,14,0.0,0.000721,1.0,1,1,8,6,4.844,2.033,1.0,2.093,1.0,0.0,1.0,0.006532663316582915,0.4019597989949749,654,6.0,8.0,14.0,0.060669093430403886
IND486886AAA,Singrauli_Waidhan_D (Madhya Pradesh),Madhya Pradesh,14,3e-06,0.000369,0.0,1,1,7,7,2.574,2.4,1.0,1.677,1.0,1.3614147822417056e-05,1.0,0.006532663316582915,0.40196388323932164,651,7.0,7.0,14.0,0.060669093430403886
IND363310AAB,Dhrangadhra_NvygRDPP_D (Gujarat),Gujarat,18,0.002014,0.000449,0.6667,2,1,9,9,4.708,3.143,1.0,2.188,0.556,0.009139631238115984,1.0,0.008542713567839196,0.40530470344178654,249,9.0,5.0,14.0,0.060669093430403886
IND683565AAA,Kunnathund_Pringla_D (Kerala),Kerala,20,0.000403,0.000604,1.0,1,1,7,13,1.618,1.6,0.846,1.558,0.429,0.0018288338574780243,0.846,0.009547738693467337,0.34181297176528364,1196,11.0,3.0,14.0,0.060669093430403886
IND415408AAC,Shirala_Central_DPP_3 (Maharashtra),Maharashtra,17,0.000403,0.000496,1.0,1,1,8,9,4.037,4.367,0.667,2.876,1.0,0.0018288338574780243,0.667,0.008040201005025126,0.269760710458751,1341,6.0,8.0,14.0,0.060669093430403886
IND321022AAA,Kaman_BsstdDPP_D (Rajasthan),Rajasthan,18,0.0,0.000189,1.0,1,1,9,9,2.207,2.0,0.778,1.908,0.778,0.0,0.778,0.008542713567839196,0.3137628140703518,1274,7.0,7.0,14.0,0.060669093430403886
IND410505AAB,Rajgurunagar_Chakan_D (Maharashtra),Maharashtra,16,0.000808,0.000363,0.6667,2,2,9,7,4.184,2.75,1.0,2.264,0.778,0.003666743813504327,1.0,0.007537688442211055,0.4033613296767146,457,7.0,7.0,14.0,0.060669093430403886
IND231225AAB,Anpara_Parasi_D (Uttar Pradesh),Uttar Pradesh,14,3e-06,0.000298,0.0,1,1,7,7,1.677,1.63,1.0,3.476,1.0,1.3614147822417056e-05,1.0,0.006532663316582915,0.40196388323932164,650,7.0,7.0,14.0,0.060669093430403886
IND396445AAA,Navsari_DC (Gujarat),Gujarat,14,6e-06,0.00033,0.0,1,1,7,7,2.467,2.333,1.0,2.492,1.0,2.7228295644834112e-05,1.0,0.006532663316582915,0.40196796748366836,649,7.0,7.0,14.0,0.060669093430403886
IND624202AAA,Batlagundu_RTOofice_D (Tamil Nadu),Tamil Nadu,21,7e-06,0.000792,0.0,1,1,10,11,2.624,1.522,1.0,1.176,0.3,3.176634491897313e-05,1.0,0.010050251256281407,0.40302460528036016,497,11.0,3.0,14.0,0.060669093430403886
IND792001AAA,Tezu_Farmnala_D (Arunachal Pradesh),Arunachal Pradesh,14,0.000808,0.000709,0.6667,1,2,11,3,2.223,1.651,1.0,2.202,1.0,0.003666743813504327,1.0,0.006532663316582915,0.4030598221390262,494,3.0,11.0,14.0,0.060669093430403886
IND311001AAA,Bhilwara_DC (Rajasthan),Rajasthan,19,0.002012,0.0006,0.6667,2,1,14,5,1.874,1.846,1.0,1.435,0.643,0.009130555139567705,1.0,0.009045226130653266,0.40545273438106627,239,5.0,9.0,14.0,0.060669093430403886
IND250611AAA,Baraut_SrnprHwy_D (Uttar Pradesh),Uttar Pradesh,14,0.00081,0.000183,0.0,1,1,3,11,1.78,1.727,1.0,2.015,1.0,0.0036758199120526048,1.0,0.006532663316582915,0.4030625449685907,493,11.0,3.0,14.0,0.060669093430403886
IND591201AAA,Chikodi_IndraNgr_D (Karnataka),Karnataka,15,0.002021,0.000496,0.3333,1,2,4,11,1.675,1.636,1.0,2.415,0.75,0.009171397583034955,1.0,0.007035175879396985,0.4048619720387296,302,11.0,3.0,14.0,0.060669093430403886
IND431127AAA,Georai_Bazarrd_D (Maharashtra),Maharashtra,14,0.001213,0.000348,0.0,1,1,7,7,2.554,2.583,1.0,2.333,1.0,0.00550465376953063,1.0,0.006532663316582915,0.4036111951258341,427,7.0,7.0,14.0,0.060669093430403886
IND365560AAA,Amreli_MrktYrd_DC (Gujarat),Gujarat,14,0.000813,0.000325,0.0,1,1,7,7,2.524,2.0,1.0,5.364,1.0,0.003689434059875022,1.0,0.006532663316582915,0.4030666292129374,491,7.0,7.0,14.0,0.060669093430403886
IND341001AAC,Nagaur_KisanCo_D (Rajasthan),Rajasthan,14,0.005198,0.000634,0.3333,2,2,5,9,1.797,1.455,1.0,3.341,1.0,0.023588780126974622,1.0,0.006532663316582915,0.4090364330330673,85,9.0,5.0,14.0,0.060669093430403886
IND181201AAB,Akhnoor_ThthiCwk_D (Jammu & Kashmir),Jammu & Kashmir,15,0.0,0.000395,0.0,1,1,7,8,4.17,2.4,1.0,5.597,0.857,0.0,1.0,0.007035175879396985,0.40211055276381913,630,8.0,6.0,14.0,0.060669093430403886
IND625516AAA,Cumbum_LFRoad_D (Tamil Nadu),Tamil Nadu,15,2e-06,0.000407,0.3333,2,1,8,7,1.898,1.935,1.0,1.281,0.875,9.076098548278037e-06,1.0,0.007035175879396985,0.4021132755933836,624,7.0,7.0,14.0,0.060669093430403886
IND628613AAA,Peikulam_SriVnktpm_D (Tamil Nadu),Tamil Nadu,30,7e-06,0.000619,0.0,1,1,16,14,1.114,0.976,0.143,1.692,0.75,3.176634491897313e-05,0.143,0.01457286432160804,0.061581389199958106,1476,2.0,12.0,14.0,0.060669093430403886
IND679576AAA,Edappal_PonaniRD_D (Kerala),Kerala,17,0.0,0.000604,0.0,1,0,17,0,0.0,0.0,0.0,1.495,0.824,0.0,0.0,0.008040201005025126,0.002412060301507538,1513,0.0,14.0,14.0,0.060669093430403886
IND210301AAA,Hamirpur_KanpurRd_D (Uttar Pradesh),Uttar Pradesh,15,0.0,0.000574,0.0,1,0,15,0,0.0,0.0,0.0,3.184,0.933,0.0,0.0,0.007035175879396985,0.0021105527638190956,1517,0.0,14.0,14.0,0.060669093430403886
IND712410AAC,Tarkeshwar_Naraynpr_D (West Bengal),West Bengal,15,0.001619,0.000369,0.0,1,1,9,6,8.041,3.667,0.833,7.861,1.0,0.007347101774831071,0.833,0.007035175879396985,0.33751468329626844,1201,5.0,9.0,14.0,0.060669093430403886
IND742147AAA,Khargram_BoiDPP_D (West Bengal),West Bengal,14,0.001615,0.000779,0.0,1,1,11,3,1.415,1.412,1.0,4.874,1.0,0.007328949577734514,1.0,0.006532663316582915,0.4041584838682953,377,3.0,11.0,14.0,0.060669093430403886
IND305404AAA,Kekri_LxmntDPP_D (Rajasthan),Rajasthan,22,0.002819,0.00101,0.3333,1,2,8,14,1.183,1.0,0.429,4.565,1.0,0.012792760903797893,0.429,0.010552763819095477,0.178603657416868,1428,6.0,8.0,14.0,0.060669093430403886
IND574211AAA,Bantwal_Trmltmpl_D (Karnataka),Karnataka,14,0.00162,0.000501,0.3333,1,2,8,6,2.539,2.487,1.0,3.165,1.0,0.0073516398241052095,1.0,0.006532663316582915,0.4041652909422065,376,6.0,8.0,14.0,0.060669093430403886
IND135001AAA,YamunaNagar_DC (Haryana),Haryana,19,0.000809,0.000237,0.3333,2,1,7,12,2.262,2.132,1.0,1.265,0.286,0.003671281862778466,1.0,0.009045226130653266,0.4038149523980295,405,12.0,2.0,14.0,0.060669093430403886
IND431001AAA,Aurangabad (Maharashtra),Maharashtra,20,0.0,0.000465,0.0,1,0,20,0,0.0,0.0,0.0,3.542,0.7,0.0,0.0,0.009547738693467337,0.002864321608040201,1503,0.0,14.0,14.0,0.060669093430403886
IND742149AAA,Murshidabad_Sirjudol_D (West Bengal),West Bengal,15,0.0,0.000116,1.0,0,2,0,15,2.847,1.857,0.933,0.0,0.0,0.0,0.933,0.007035175879396985,0.37531055276381914,1069,14.0,0.0,14.0,0.060669093430403886
IND621802AAA,Jayamkondan_Chithbrm_D (Tamil Nadu),Tamil Nadu,29,5e-06,0.000478,0.3333,1,2,17,12,2.409,2.454,1.0,1.038,0.118,2.2690246370695093e-05,1.0,0.01407035175879397,0.40422791260154944,367,12.0,2.0,14.0,0.060669093430403886
IND121004AAC,Faridabad_MohnVRTL_D (Haryana),Haryana,15,0.0,0.000279,0.0,1,1,9,6,5.189,2.622,0.833,2.633,1.0,0.0,0.833,0.007035175879396985,0.3353105527638191,1218,5.0,9.0,14.0,0.060669093430403886
IND621211AAA,Musiri_ThryrRD_D (Tamil Nadu),Tamil Nadu,15,0.0,0.000116,0.0,0,1,0,15,1.551,1.429,0.933,0.0,0.0,0.0,0.933,0.007035175879396985,0.37531055276381914,1068,14.0,0.0,14.0,0.060669093430403886
IND622001AAA,Pudukkotti_Mrthndpr_D (Tamil Nadu),Tamil Nadu,14,0.0,0.00048,0.0,1,0,14,0,0.0,0.0,0.0,1.764,1.0,0.0,0.0,0.006532663316582915,0.001959798994974874,1518,0.0,14.0,14.0,0.060669093430403886
IND829121AAA,Peterbar_GagiDPP_D (Jharkhand),Jharkhand,16,0.000806,0.00057,1.0,1,1,5,11,5.187,3.0,0.818,3.65,1.0,0.0036576677149560487,0.818,0.007537688442211055,0.3305586068471501,1229,9.0,5.0,14.0,0.060669093430403886
IND574239AAA,Sullia_Srirampt_D (Karnataka),Karnataka,13,0.000808,0.000516,0.0,1,1,6,7,1.511,1.513,1.0,2.99,1.0,0.003666743813504327,1.0,0.006030150753768844,0.402909068370182,515,7.0,6.0,13.0,0.056335586756803606
IND571440AAA,Kollegala_NarsipuraRd_D (Karnataka),Karnataka,20,0.000821,0.000579,0.0,1,1,10,10,1.512,1.125,0.5,2.53,0.8,0.0037257384540681344,0.5,0.009547738693467337,0.20398204314426066,1403,5.0,8.0,13.0,0.056335586756803606
IND303301AAB,Bassi_DmodrNGR_D (Rajasthan),Rajasthan,22,2.6e-05,0.000312,1.0,1,1,10,12,2.134,2.0,0.917,1.337,0.2,0.00011798928112761447,0.917,0.010552763819095477,0.37000122593006696,1101,11.0,2.0,13.0,0.056335586756803606
IND383255AAB,Khedbrahma_Patelfli_D (Gujarat),Gujarat,21,0.000806,0.000502,1.0,1,1,12,9,1.117,1.167,0.444,2.874,0.75,0.0036576677149560487,0.444,0.010050251256281407,0.18171237569137125,1426,4.0,9.0,13.0,0.056335586756803606
IND571602AAA,Krishnarajngr_JublieRD_D (Karnataka),Karnataka,14,0.0,0.000646,0.0,1,0,14,0,0.0,0.0,0.0,3.78,0.929,0.0,0.0,0.006532663316582915,0.001959798994974874,1519,0.0,13.0,13.0,0.056335586756803606
IND364710AAA,Botad_DC (Gujarat),Gujarat,13,0.0,0.000369,0.0,1,0,13,0,0.0,0.0,0.0,2.888,1.0,0.0,0.0,0.006030150753768844,0.001809045226130653,1520,0.0,13.0,13.0,0.056335586756803606
IND416602AAC,Kankavali_NrdawDPP_D (Maharashtra),Maharashtra,13,0.000806,0.000288,0.0,1,1,6,7,3.41,2.8,1.0,3.194,1.0,0.0036576677149560487,1.0,0.006030150753768844,0.4029063455406175,516,7.0,6.0,13.0,0.056335586756803606
IND635601AAB,Tiruppattur_KoilStrt_D (Tamil Nadu),Tamil Nadu,21,0.000405,0.000501,1.0,1,2,10,11,4.558,4.0,1.0,1.87,0.2,0.0018379099560263024,1.0,0.010050251256281407,0.4035664483636924,433,11.0,2.0,13.0,0.056335586756803606
IND574221AAA,Kadaba_AnugrDPP_D (Karnataka),Karnataka,13,0.000806,0.000554,0.0,1,1,7,6,3.77,3.768,1.0,1.511,1.0,0.0036576677149560487,1.0,0.006030150753768844,0.4029063455406175,517,6.0,7.0,13.0,0.056335586756803606
IND477001AAB,Bhind_EtwahDPP_D (Madhya Pradesh),Madhya Pradesh,13,0.000805,0.000232,1.0,1,1,2,11,8.887,8.5,1.0,2.361,1.0,0.0036531296656819104,1.0,0.006030150753768844,0.40290498412583525,518,11.0,2.0,13.0,0.056335586756803606
IND342902AAA,Gotan_DKLogDPP_D (Rajasthan),Rajasthan,13,0.002807,0.00045,0.3333,2,1,8,5,3.367,3.0,1.0,3.477,1.0,0.012738304312508225,1.0,0.006030150753768844,0.4056305365198832,227,5.0,8.0,13.0,0.056335586756803606
IND600008AAA,Chennai_Egmore_C (Tamil Nadu),Tamil Nadu,14,0.0,0.000116,0.0,0,1,0,14,4.307,3.875,0.929,0.0,0.0,0.0,0.929,0.006532663316582915,0.37355979899497493,1082,13.0,0.0,13.0,0.056335586756803606
IND781124AAA,Chhaygaon_GwhRDDPP_D (Assam),Assam,14,0.000404,0.000181,0.0,1,1,8,6,4.477,4.14,1.0,2.144,0.875,0.0018333719067521635,1.0,0.006532663316582915,0.4025098105670006,581,6.0,7.0,13.0,0.056335586756803606
IND733128AAA,Itahar_NatunDPP_D (West Bengal),West Bengal,13,0.001229,0.000731,0.3333,1,2,6,7,2.071,2.0,1.0,10.444,1.0,0.005577262557916854,1.0,0.006030150753768844,0.40348222399350575,442,7.0,6.0,13.0,0.056335586756803606
IND276305AAA,Saraimeer_MsmcyDPP_D (Uttar Pradesh),Uttar Pradesh,13,0.00122,0.000239,0.0,1,1,6,7,2.185,2.0,1.0,2.669,1.0,0.005536420114449603,1.0,0.006030150753768844,0.4034699712604656,443,7.0,6.0,13.0,0.056335586756803606
IND591237AAB,Nipani_AkkolRD_D (Karnataka),Karnataka,14,0.002024,0.000448,0.0,1,1,10,4,2.415,1.568,0.75,3.045,1.0,0.009185011730857374,0.75,0.006532663316582915,0.3047153025142321,1288,3.0,10.0,13.0,0.056335586756803606
IND431107AAB,Paithan_SantaNGR_D (Maharashtra),Maharashtra,13,0.001208,0.000465,0.0,1,1,7,6,1.998,1.936,1.0,1.614,1.0,0.005481963523159935,1.0,0.006030150753768844,0.4034536342830787,449,6.0,7.0,13.0,0.056335586756803606
IND124141AAA,ChrkhiDdri_PuranDPP_D (Haryana),Haryana,13,0.001208,0.000515,0.0,1,1,3,10,5.503,3.829,1.0,1.696,1.0,0.005481963523159935,1.0,0.006030150753768844,0.4034536342830787,450,10.0,3.0,13.0,0.056335586756803606
IND736146AAA,Mathabhang_Pshimpra_D (West Bengal),West Bengal,16,1e-06,0.000214,0.0,1,1,8,8,1.918,1.911,0.875,3.894,0.75,4.538049274139019e-06,0.875,0.007537688442211055,0.3522626679474456,1164,7.0,6.0,13.0,0.056335586756803606
IND210501AAB,Bewar_BndhuTRH_D (Uttar Pradesh),Uttar Pradesh,16,0.0,0.000116,0.0,0,1,0,16,2.964,2.0,0.812,0.0,0.0,0.0,0.812,0.007537688442211055,0.32706130653266335,1239,13.0,0.0,13.0,0.056335586756803606
IND465001AAA,Shajapur_MhpraRD_D (Madhya Pradesh),Madhya Pradesh,22,0.001615,0.000506,0.5,1,3,13,9,0.773,0.775,0.0,1.456,1.0,0.007328949577734514,0.0,0.010552763819095477,0.0053645140190489975,1490,0.0,13.0,13.0,0.056335586756803606
IND600048AAA,Chennai_Vandalur_Dc (Tamil Nadu),Tamil Nadu,16,0.0,0.000444,1.0,2,1,15,1,2.5,2.5,1.0,2.463,0.8,0.0,1.0,0.007537688442211055,0.40226130653266334,611,1.0,12.0,13.0,0.056335586756803606
IND421302AAN,GreaterThane_Anjur_C (Maharashtra),Maharashtra,16,0.0,0.000116,0.0,0,1,0,16,2.792,2.438,0.812,0.0,0.0,0.0,0.812,0.007537688442211055,0.32706130653266335,1240,13.0,0.0,13.0,0.056335586756803606
IND125051AAA,Ratia_SchdvDPP_D (Haryana),Haryana,17,0.001615,0.000663,0.3333,3,1,13,4,1.035,1.049,0.0,2.023,1.0,0.007328949577734514,0.0,0.008040201005025126,0.004610745174827892,1494,0.0,13.0,13.0,0.056335586756803606
IND722140AAA,Khatra_KoralDPP_D (West Bengal),West Bengal,22,0.000808,0.000445,0.6667,1,2,12,10,4.737,1.06,0.3,1.397,0.833,0.003666743813504327,0.3,0.010552763819095477,0.12426585228977995,1455,3.0,10.0,13.0,0.056335586756803606
IND638401AAA,Sathyamangalam_Mlydpthr_D (Tamil Nadu),Tamil Nadu,24,1.2e-05,0.000632,0.0,1,1,12,12,2.081,0.908,0.333,1.62,0.75,5.4456591289668224e-05,0.333,0.011557788944723618,0.136683673660804,1448,4.0,9.0,13.0,0.056335586756803606
IND487551AAA,Gadarwara_MPward_D (Madhya Pradesh),Madhya Pradesh,15,0.006774,0.000661,0.0,2,1,8,7,1.826,1.688,0.857,1.357,0.875,0.03074074578301771,0.857,0.007035175879396985,0.35413277649872443,1159,6.0,7.0,13.0,0.056335586756803606
IND828111AAA,Dhanbad_Jharia_DC (Jharkhand),Jharkhand,13,0.000404,0.000348,0.0,2,1,4,9,9.676,6.0,1.0,2.403,1.0,0.0018333719067521635,1.0,0.006030150753768844,0.40235905679815637,605,9.0,4.0,13.0,0.056335586756803606
IND344022AAB,Balotra_BsnoiHPL_D (Rajasthan),Rajasthan,14,0.001619,0.000275,0.6667,1,2,4,10,1.455,1.533,0.9,1.741,1.0,0.007347101774831071,0.9,0.006532663316582915,0.36416392952742427,1129,9.0,4.0,13.0,0.056335586756803606
IND786602AAA,Duliajan_StatonRd_D (Assam),Assam,13,0.0,0.000669,0.0,1,0,13,0,0.0,0.0,0.0,2.235,1.0,0.0,0.0,0.006030150753768844,0.001809045226130653,1521,0.0,13.0,13.0,0.056335586756803606
IND110020AAB,OK_RPC (Delhi),Delhi,13,0.0,0.000278,0.0,1,1,9,4,6.708,2.75,1.0,5.126,1.0,0.0,1.0,0.006030150753768844,0.4018090452261307,672,4.0,9.0,13.0,0.056335586756803606
IND721507AAA,Jhargram_UBamdDPP_D (West Bengal),West Bengal,13,0.0,0.000658,0.0,1,0,13,0,0.0,0.0,0.0,3.316,1.0,0.0,0.0,0.006030150753768844,0.001809045226130653,1523,0.0,13.0,13.0,0.056335586756803606
IND421302AAF,Mumbai_Kalyan (Maharashtra),Maharashtra,13,0.0,0.000132,0.0,1,1,1,12,2.984,2.944,1.0,4.235,1.0,0.0,1.0,0.006030150753768844,0.4018090452261307,668,12.0,1.0,13.0,0.056335586756803606
IND231217AAA,Renukoot_Govind_D (Uttar Pradesh),Uttar Pradesh,13,2e-06,0.000214,0.0,1,1,6,7,3.476,3.167,1.0,1.93,1.0,9.076098548278037e-06,1.0,0.006030150753768844,0.4018117680556952,664,7.0,6.0,13.0,0.056335586756803606
IND638001AAA,Erode (Tamil Nadu),Tamil Nadu,13,0.0,0.000214,0.0,1,1,10,3,2.134,2.167,1.0,1.911,1.0,0.0,1.0,0.006030150753768844,0.4018090452261307,666,3.0,10.0,13.0,0.056335586756803606
IND803108AAB,Chandi_SH78_D (Bihar),Bihar,13,0.0,0.00048,0.0,1,0,13,0,0.0,0.0,0.0,2.705,1.0,0.0,0.0,0.006030150753768844,0.001809045226130653,1524,0.0,13.0,13.0,0.056335586756803606
IND500039AAD,Hyderabad_Uppal_L (Telangana),Telangana,14,0.0,0.000289,0.0,1,1,6,8,3.158,2.875,1.0,1.9,0.833,0.0,1.0,0.006532663316582915,0.4019597989949749,656,8.0,5.0,13.0,0.056335586756803606
IND786125AAA,Tinusukia_Chrwpaty_D (Assam),Assam,13,0.0,0.000487,1.0,2,1,6,7,9.976,9.5,1.0,2.552,1.0,0.0,1.0,0.006030150753768844,0.4018090452261307,667,7.0,6.0,13.0,0.056335586756803606
IND415003AAA,Satara_DC (Maharashtra),Maharashtra,17,0.003097,0.000381,0.3333,1,2,8,9,1.312,1.25,0.556,2.031,1.0,0.01405433860200854,0.556,0.008040201005025126,0.22902836188211015,1388,5.0,8.0,13.0,0.056335586756803606
IND815301AAA,Giridih_Shivalya_D (Jharkhand),Jharkhand,13,0.0,0.000451,0.8333,1,3,5,8,2.247,2.271,1.0,1.848,1.0,0.0,1.0,0.006030150753768844,0.4018090452261307,671,8.0,5.0,13.0,0.056335586756803606
IND361335AAA,Dwarka_StnRoad_DC (Gujarat),Gujarat,13,1e-06,0.000371,0.3333,2,1,12,1,1.632,1.632,1.0,1.587,1.0,4.538049274139019e-06,1.0,0.006030150753768844,0.40181040664091294,665,1.0,12.0,13.0,0.056335586756803606
IND223101AAB,Shahganj_KcharaRD_D (Uttar Pradesh),Uttar Pradesh,14,0.000814,0.000319,0.0,1,1,7,7,2.345,2.25,0.857,2.185,1.0,0.0036939721091491613,0.857,0.006532663316582915,0.3458679906277196,1188,6.0,7.0,13.0,0.056335586756803606
IND636705AAB,Dharmapuri_Central_D_2 (Tamil Nadu),Tamil Nadu,18,0.000807,0.000334,0.3333,2,2,9,9,2.368,1.333,0.889,1.248,0.556,0.003662205764230188,0.889,0.008542713567839196,0.3592614757996208,1142,8.0,5.0,13.0,0.056335586756803606
IND680712AAA,Irinjlkuda_Greens_D (Kerala),Kerala,16,0.0,0.000222,1.0,1,1,7,9,1.62,1.25,0.667,1.9,1.0,0.0,0.667,0.007537688442211055,0.26906130653266336,1344,6.0,7.0,13.0,0.056335586756803606
IND723131AAA,Manbazar_Central_DPP_1 (West Bengal),West Bengal,18,0.00081,0.000387,1.0,1,1,6,12,1.397,1.333,0.833,3.377,0.5,0.0036758199120526048,0.833,0.008542713567839196,0.3368655600439675,1202,10.0,3.0,13.0,0.056335586756803606
IND761200AAA,Paralakhemundi_Ward14_D (Orissa),Orissa,24,0.000805,0.000698,1.0,2,1,12,12,2.836,2.65,1.0,0.874,0.083,0.0036531296656819104,1.0,0.011557788944723618,0.40456327558312166,331,12.0,1.0,13.0,0.056335586756803606
IND758001AAA,Kendujhar_Sirjudin_D (Orissa),Orissa,13,0.000809,0.001285,0.5,4,2,7,6,2.114,1.784,1.0,4.657,1.0,0.003671281862778466,1.0,0.006030150753768844,0.4029104297849642,513,6.0,7.0,13.0,0.056335586756803606
IND580002AAA,Dharwad_Dc (Karnataka),Karnataka,13,0.0,0.000466,1.0,2,1,11,2,4.979,4.979,1.0,5.146,1.0,0.0,1.0,0.006030150753768844,0.4018090452261307,673,2.0,11.0,13.0,0.056335586756803606
IND508252AAB,Choutuppal_Nagaram_D (Telangana),Telangana,13,0.00047,0.000318,0.0,1,1,7,6,2.014,2.05,0.833,2.74,1.0,0.0021328831588453387,0.833,0.006030150753768844,0.3356489101737843,1213,5.0,7.0,12.0,0.05200208008320333
IND208006AAA,Kanpur_GovndNgr_DC (Uttar Pradesh),Uttar Pradesh,17,0.0,0.000445,0.0,1,1,14,3,5.746,1.333,1.0,2.285,0.643,0.0,1.0,0.008040201005025126,0.40241206030150756,599,3.0,9.0,12.0,0.05200208008320333
IND122001AAD,Gurgaon_Kadipur (Haryana),Haryana,13,0.0,0.000231,1.0,1,1,3,10,2.369,2.0,1.0,2.488,0.667,0.0,1.0,0.006030150753768844,0.4018090452261307,670,10.0,2.0,12.0,0.05200208008320333
