facility_code,facility_name,state,total_volume,betweenness_centrality,pagerank,clustering_coefficient,in_degree,out_degree,weighted_in_degree,weighted_out_degree,avg_out_delay,median_out_delay,pct_delayed_out,avg_in_delay,pct_delayed_in,norm_betweenness,norm_delay,norm_volume,bottleneck_score,bottleneck_rank,outgoing_breach_impact,incoming_breach_impact,total_breach_impact,sla_contribution_pct
IND625106AAA,Melur_MduraiRD_D (Tamil Nadu),Tamil Nadu,25,3e-06,0.000214,0.0,1,1,12,13,1.635,1.75,0.769,1.629,0.667,1.3614147822417056e-05,0.769,0.012060301507537688,0.31122217469660807,1281,10.0,8.0,18.0,0.078003120124805
IND416606AAA,Malvan_BllvMarg_D (Maharashtra),Maharashtra,24,0.0,0.000518,0.0,1,1,14,10,5.005,2.625,1.0,1.661,0.571,0.0,1.0,0.011557788944723618,0.4034673366834171,447,10.0,8.0,18.0,0.078003120124805
IND124103AAA,Jhajjar_DC (Haryana),Haryana,22,0.001215,0.000317,1.0,1,1,13,9,1.404,1.267,0.556,1.721,1.0,0.005513729868078908,0.556,0.010552763819095477,0.22721994810615234,1389,5.0,13.0,18.0,0.078003120124805
IND804420AAA,Jehanabad_Madarpur_D (Bihar),Bihar,17,1e-06,0.000214,0.0,1,1,6,11,7.129,4.5,1.0,3.114,1.0,4.538049274139019e-06,1.0,0.008040201005025126,0.4024134217162898,588,11.0,6.0,17.0,0.07366961345120471
IND209625AAA,Farrukhbad_Pnchlght_D (Uttar Pradesh),Uttar Pradesh,22,0.002425,0.000764,0.3333,2,1,11,11,1.997,1.714,1.0,1.639,0.545,0.01100476948978712,1.0,0.010552763819095477,0.4064672599926648,162,11.0,6.0,17.0,0.07366961345120471
IND400072AAC,BOM_Sakinaka_RP (Maharashtra),Maharashtra,17,0.0,0.000116,0.0,0,1,0,17,3.665,3.667,1.0,0.0,0.0,0.0,1.0,0.008040201005025126,0.40241206030150756,594,17.0,0.0,17.0,0.07366961345120471
IND686507AAA,Parakkdavu_KeRoad_D (Kerala),Kerala,17,0.0,0.000137,1.0,1,2,1,16,2.305,2.333,1.0,8.0,1.0,0.0,1.0,0.008040201005025126,0.40241206030150756,593,16.0,1.0,17.0,0.07366961345120471
IND421502AAA,Mumbai_Ambernath_Dc (Maharashtra),Maharashtra,17,0.0,0.000116,0.0,0,1,0,17,4.5,4.0,1.0,0.0,0.0,0.0,1.0,0.008040201005025126,0.40241206030150756,592,17.0,0.0,17.0,0.07366961345120471
IND509324AAA,Kalwakurthy_VidyaNGR_D (Telangana),Telangana,17,0.0,0.000389,1.0,1,1,9,8,2.388,2.092,1.0,1.57,1.0,0.0,1.0,0.008040201005025126,0.40241206030150756,590,8.0,9.0,17.0,0.07366961345120471
IND758034AAA,Joda_Central_D_1 (Orissa),Orissa,17,0.0,0.001091,1.0,1,3,13,4,2.397,2.412,1.0,4.237,1.0,0.0,1.0,0.008040201005025126,0.40241206030150756,589,4.0,13.0,17.0,0.07366961345120471
IND523226AAA,Chimkurthy_MSRClgRd_D (Andhra Pradesh),Andhra Pradesh,18,0.0,0.000306,1.0,1,1,5,13,1.44,1.421,1.0,1.893,0.8,0.0,1.0,0.008542713567839196,0.40256281407035177,574,13.0,4.0,17.0,0.07366961345120471
IND423105AAA,Malegaon_Rawlgaon_D (Maharashtra),Maharashtra,17,4e-06,0.000359,0.3333,2,2,9,8,1.964,1.95,1.0,1.843,1.0,1.8152197096556075e-05,1.0,0.008040201005025126,0.4024175059606365,587,8.0,9.0,17.0,0.07366961345120471
IND201007AAB,Ghaziabad_MohanNgr_C (Uttar Pradesh),Uttar Pradesh,18,0.002412,0.000189,0.6667,1,3,1,17,3.542,2.5,0.941,6.667,1.0,0.010945774849223313,0.941,0.008542713567839196,0.38224654652511875,1026,16.0,1.0,17.0,0.07366961345120471
IND483501AAA,Katni_Bargawan_DC (Madhya Pradesh),Madhya Pradesh,17,0.000808,0.001009,0.6667,2,1,14,3,2.524,2.476,1.0,2.858,1.0,0.003666743813504327,1.0,0.008040201005025126,0.40351208344555883,439,3.0,14.0,17.0,0.07366961345120471
IND500055AAC,Hyderabad_North_D_2 (Telangana),Telangana,17,0.0,0.000116,0.0,0,1,0,17,3.47,3.0,1.0,0.0,0.0,0.0,1.0,0.008040201005025126,0.40241206030150756,596,17.0,0.0,17.0,0.07366961345120471
IND505184AAC,Manthani_Chaitnya_D (Telangana),Telangana,19,0.00081,0.000769,1.0,2,2,8,11,1.688,1.636,0.818,3.315,1.0,0.0036758199120526048,0.818,0.009045226130653266,0.3310163138128117,1228,9.0,8.0,17.0,0.07366961345120471
IND723133AAA,Rghunthpur_barkarRd_D (West Bengal),West Bengal,24,0.000403,0.000576,0.6667,2,1,11,13,2.69,1.4,0.769,1.306,0.636,0.0018288338574780243,0.769,0.011557788944723618,0.31161598684066055,1279,10.0,7.0,17.0,0.07366961345120471
IND454001AAA,Dhar_Trimurti_D (Madhya Pradesh),Madhya Pradesh,17,0.0,0.000116,0.0,0,1,0,17,1.506,1.467,1.0,0.0,0.0,0.0,1.0,0.008040201005025126,0.40241206030150756,595,17.0,0.0,17.0,0.07366961345120471
IND383001AAA,Himmatnagar_DC (Gujarat),Gujarat,24,0.00081,0.000442,1.0,1,1,11,13,1.234,1.053,0.462,2.293,1.0,0.0036758199120526048,0.462,0.011557788944723618,0.1893700826570329,1422,6.0,11.0,17.0,0.07366961345120471
IND247667AAB,Roorkee_IOTCEncl_L (Uttarakhand),Uttarakhand,17,0.0,0.000451,1.0,1,1,15,2,1.683,1.683,1.0,2.096,1.0,0.0,1.0,0.008040201005025126,0.40241206030150756,597,2.0,15.0,17.0,0.07366961345120471
IND481661AAA,Mandla_Mharajpr_D (Madhya Pradesh),Madhya Pradesh,17,0.001208,0.000738,0.6667,2,1,8,9,3.852,3.667,1.0,2.669,1.0,0.005481963523159935,1.0,0.008040201005025126,0.40405664935845553,387,9.0,8.0,17.0,0.07366961345120471
IND636402AAA,Mettur_RTOroad_D (Tamil Nadu),Tamil Nadu,17,0.0,0.000356,1.0,2,0,17,0,0.0,0.0,0.0,3.354,1.0,0.0,0.0,0.008040201005025126,0.002412060301507538,1512,0.0,17.0,17.0,0.07366961345120471
IND224122AAA,Akbarpur_Auliyapr_D (Uttar Pradesh),Uttar Pradesh,17,0.0,0.000298,0.0,1,0,17,0,0.0,0.0,0.0,4.775,1.0,0.0,0.0,0.008040201005025126,0.002412060301507538,1515,0.0,17.0,17.0,0.07366961345120471
IND843126AAA,Saraiya_Wardno4_D (Bihar),Bihar,26,0.000403,0.000534,1.0,2,2,13,13,7.104,2.75,1.0,1.64,0.308,0.0018288338574780243,1.0,0.01256281407035176,0.40431749437834896,363,13.0,4.0,17.0,0.07366961345120471
IND385320AAA,Bhabhar_TirupDPP_D (Gujarat),Gujarat,27,0.0,0.000401,1.0,1,1,11,16,1.464,0.742,0.438,1.607,0.909,0.0,0.438,0.01306532663316583,0.17911959798994978,1427,7.0,10.0,17.0,0.07366961345120471
IND815351AAA,Jamtara_D (Jharkhand),Jharkhand,23,0.00081,0.000854,0.0,1,1,11,12,1.454,1.282,0.5,2.256,1.0,0.0036758199120526048,0.5,0.011055276381909548,0.20441932888818867,1401,6.0,11.0,17.0,0.07366961345120471
IND624601AAA,Palani_RjndraRd_D (Tamil Nadu),Tamil Nadu,27,2e-05,0.000903,0.3333,1,2,10,17,1.718,1.333,0.529,2.368,0.8,9.076098548278037e-05,0.529,0.01306532663316583,0.2155468262855946,1396,9.0,8.0,17.0,0.07366961345120471
IND603001AAA,Chennai_Chnglptu_DC (Tamil Nadu),Tamil Nadu,25,0.000405,0.000384,1.0,1,1,12,13,1.443,1.25,0.538,1.975,0.833,0.0018379099560263024,0.538,0.012060301507537688,0.2193694634390692,1393,7.0,10.0,17.0,0.07366961345120471
IND722122AAA,Bishnupur_StnRdDPP_D (West Bengal),West Bengal,17,0.000403,0.000327,1.0,2,1,9,8,2.206,2.0,1.0,2.883,1.0,0.0018288338574780243,1.0,0.008040201005025126,0.402960710458751,511,8.0,9.0,17.0,0.07366961345120471
IND271210AAA,Tulsipur_Central_DPP_1 (Uttar Pradesh),Uttar Pradesh,19,0.0,0.000812,1.0,2,1,7,12,2.655,2.0,0.833,6.026,1.0,0.0,0.833,0.009045226130653266,0.33591356783919596,1210,10.0,7.0,17.0,0.07366961345120471
IND562117AAA,Kanakapura_VaniThtr_D (Karnataka),Karnataka,21,0.000404,0.000214,0.0,1,1,11,10,1.684,1.351,0.6,2.899,1.0,0.0018333719067521635,0.6,0.010050251256281407,0.24356508694891005,1376,6.0,11.0,17.0,0.07366961345120471
IND603203AAA,Chennai_Potheri (Tamil Nadu),Tamil Nadu,17,0.000404,0.000259,0.3333,2,2,3,14,2.961,2.586,1.0,3.163,1.0,0.0018333719067521635,1.0,0.008040201005025126,0.4029620718735332,510,14.0,3.0,17.0,0.07366961345120471
IND388620AAB,Khambhat_MotvdDPP_D (Gujarat),Gujarat,24,0.000403,0.000274,1.0,1,1,11,13,2.109,1.75,0.923,1.382,0.455,0.0018288338574780243,0.923,0.011557788944723618,0.37321598684066054,1085,12.0,5.0,17.0,0.07366961345120471
IND142401AAA,Khanna_DC (Punjab),Punjab,21,0.0,0.000555,1.0,2,1,15,6,1.365,1.75,0.667,3.431,0.867,0.0,0.667,0.010050251256281407,0.2698150753768845,1340,4.0,13.0,17.0,0.07366961345120471
IND783370AAC,Kokrajhar_PigonDPP_D (Assam),Assam,17,0.003223,0.000609,0.0,1,1,9,8,7.335,6.8,1.0,3.402,1.0,0.014626132810550058,1.0,0.008040201005025126,0.4067999001446726,143,8.0,9.0,17.0,0.07366961345120471
IND000000ABD,Pallakad_ChndrNgr_D (Kerala),Kerala,25,0.000403,0.000564,0.0,1,1,13,12,1.785,1.668,0.667,2.384,0.692,0.0018288338574780243,0.667,0.012060301507537688,0.27096674060950476,1335,8.0,9.0,17.0,0.07366961345120471
IND305802AAA,Kishangarh_Central_D_2 (Rajasthan),Rajasthan,17,0.001619,0.000578,0.0,1,1,11,6,2.547,2.492,1.0,3.067,1.0,0.007347101774831071,1.0,0.008040201005025126,0.4046161908339569,328,6.0,11.0,17.0,0.07366961345120471
IND176303AAA,Dalhousie_Banikhet_D (Himachal Pradesh),Himachal Pradesh,20,1e-06,0.000793,0.6667,2,1,10,10,3.21,1.336,0.8,1.885,0.9,4.538049274139019e-06,0.8,0.009547738693467337,0.3228656830228225,1252,8.0,9.0,17.0,0.07366961345120471
IND442101AAB,Deoli_Central_DPP_2 (Maharashtra),Maharashtra,17,0.0,0.000214,0.0,1,1,5,12,4.479,2.114,1.0,3.63,1.0,0.0,1.0,0.008040201005025126,0.40241206030150756,598,12.0,5.0,17.0,0.07366961345120471
IND821109AAA,Mohania_Bhabua_D (Bihar),Bihar,17,0.00081,0.000391,0.0,1,1,6,11,4.364,4.312,1.0,2.294,1.0,0.0036758199120526048,1.0,0.008040201005025126,0.4035148062751233,437,11.0,6.0,17.0,0.07366961345120471
IND243002AAA,Bareilly (Uttar Pradesh),Uttar Pradesh,17,0.0,0.000727,1.0,1,1,16,1,1.733,1.733,1.0,5.705,1.0,0.0,1.0,0.008040201005025126,0.40241206030150756,600,1.0,16.0,17.0,0.07366961345120471
IND756019AAA,Balasore_Ganeshwr_D (Orissa),Orissa,18,0.006031,0.001074,0.0952,3,5,6,12,1.926,2.028,0.917,2.919,1.0,0.02736897517233242,0.917,0.008542713567839196,0.37757350662205147,1055,11.0,6.0,17.0,0.07366961345120471
IND506314AAA,Rayaparthi_Perkadrd_D (Telangana),Telangana,28,0.001208,0.000763,0.0,1,1,12,16,5.677,3.667,0.938,1.036,0.167,0.005481963523159935,0.938,0.013567839195979899,0.3809149408157419,1033,15.0,2.0,17.0,0.07366961345120471
IND000000AAS,Bongaigaon_Chpaguri_D (Assam),Assam,17,0.003225,0.000581,0.0,1,1,8,9,3.402,2.0,1.0,4.344,1.0,0.014635208909098335,1.0,0.008040201005025126,0.4068026229742371,142,9.0,8.0,17.0,0.07366961345120471
IND341505AAA,Makrana_Mwalibad_D (Rajasthan),Rajasthan,18,0.001615,0.000631,0.3333,1,2,5,13,3.521,2.143,0.923,1.805,1.0,0.007328949577734514,0.923,0.008542713567839196,0.37396149894367214,1079,12.0,5.0,17.0,0.07366961345120471
IND621704AAA,Ariyalur_Kmrajngr_D (Tamil Nadu),Tamil Nadu,33,4e-06,0.000426,1.0,1,1,16,17,1.038,0.955,0.118,2.294,0.938,1.8152197096556075e-05,0.118,0.016080402010050253,0.05202956626214404,1478,2.0,15.0,17.0,0.07366961345120471
IND144514AAA,Nawanshahr_DC (Punjab),Punjab,18,0.000405,0.000424,1.0,1,2,12,6,2.514,2.005,1.0,2.684,0.833,0.0018379099560263024,1.0,0.008542713567839196,0.4031141870571597,486,6.0,10.0,16.0,0.06933610677760445
IND802213AAB,Dinara_Wardno7_D (Bihar),Bihar,16,0.000808,0.000448,0.0,1,1,11,5,3.534,3.5,1.0,4.364,1.0,0.003666743813504327,1.0,0.007537688442211055,0.4033613296767146,458,5.0,11.0,16.0,0.06933610677760445
IND581400AAB,Mallapur_ShtDRDPP_D (Karnataka),Karnataka,25,0.000746,0.000514,0.6667,2,1,13,12,0.858,0.289,0.333,2.864,0.923,0.003385384758507708,0.333,0.012060301507537688,0.13783370587981364,1444,4.0,12.0,16.0,0.06933610677760445
IND508277AAB,Mothkur_Mainroad_D (Telangana),Telangana,25,0.0,0.000514,1.0,1,1,14,11,1.436,1.385,1.0,1.177,0.357,0.0,1.0,0.012060301507537688,0.4036180904522613,424,11.0,5.0,16.0,0.06933610677760445
IND561207AAB,Bagepalli_TBCross_D (Karnataka),Karnataka,26,0.000408,0.000834,0.6667,1,2,13,13,1.477,1.333,0.538,1.993,0.692,0.0018515241038487196,0.538,0.01256281407035176,0.21952430145226015,1392,7.0,9.0,16.0,0.06933610677760445
IND457226AAA,Jaora_RtlamNka_D (Madhya Pradesh),Madhya Pradesh,32,0.0,0.000269,1.0,1,1,16,16,1.905,1.25,0.625,1.188,0.375,0.0,0.625,0.015577889447236181,0.25467336683417086,1366,10.0,6.0,16.0,0.06933610677760445
IND244221AAA,Amroha_SamitiRd_D (Uttar Pradesh),Uttar Pradesh,41,0.007549,0.00088,0.0,1,1,20,21,1.523,1.364,0.619,0.552,0.15,0.034257733970475455,0.619,0.020100502512562814,0.26390747094491146,1362,13.0,3.0,16.0,0.06933610677760445
IND184121AAA,Samba_Wardno13_D (Jammu & Kashmir),Jammu & Kashmir,22,0.000403,0.00062,0.8333,3,4,12,10,1.546,1.199,0.5,2.278,0.917,0.0018288338574780243,0.5,0.010552763819095477,0.20371447930297204,1404,5.0,11.0,16.0,0.06933610677760445
IND335001AAA,Ganga Nagar_DC (Rajasthan),Rajasthan,16,0.002811,0.00048,0.0,1,1,6,10,1.607,1.595,1.0,2.146,1.0,0.012756456509604781,1.0,0.007537688442211055,0.4060882434855448,185,10.0,6.0,16.0,0.06933610677760445
IND571124AAA,Tirumakudalu_Narasipr_D (Karnataka),Karnataka,21,7e-06,0.000666,1.0,1,1,10,11,3.962,3.25,1.0,2.474,0.5,3.176634491897313e-05,1.0,0.010050251256281407,0.40302460528036016,496,11.0,5.0,16.0,0.06933610677760445
IND415124AAA,Karad_Mundhe_D (Maharashtra),Maharashtra,29,0.001617,0.000327,0.0,1,1,13,16,1.556,1.086,0.312,3.328,0.846,0.0073380256762827925,0.312,0.01407035175879397,0.13122251323052303,1452,5.0,11.0,16.0,0.06933610677760445
IND571301AAA,Nanjangud_RPRoad_D (Karnataka),Karnataka,17,0.002041,0.000457,0.0,1,1,9,8,2.338,2.143,1.0,6.831,0.889,0.009262158568517736,1.0,0.008040201005025126,0.4051907078720629,262,8.0,8.0,16.0,0.06933610677760445
IND521185AAA,Nandigama_Chndrlpd_D (Andhra Pradesh),Andhra Pradesh,17,0.000809,0.000265,0.0,2,2,9,8,1.783,1.719,1.0,3.425,0.889,0.003671281862778466,1.0,0.008040201005025126,0.4035134448603411,438,8.0,8.0,16.0,0.06933610677760445
IND581314AAA,Ankola_Kakrmath_D (Karnataka),Karnataka,20,0.001823,0.00066,0.3333,3,2,10,10,2.53,2.017,0.8,1.68,0.8,0.008272863826755432,0.8,0.009547738693467337,0.32534618075606686,1245,8.0,8.0,16.0,0.06933610677760445
IND639104AAB,Kulithalai_AnnaNGR_D (Tamil Nadu),Tamil Nadu,17,2e-06,0.000502,0.0,1,1,16,1,0.452,0.452,0.0,1.948,1.0,9.076098548278037e-06,0.0,0.008040201005025126,0.002414783131072021,1511,0.0,16.0,16.0,0.06933610677760445
IND581325AAA,Dandeli_RKComplx_D (Karnataka),Karnataka,28,0.001147,0.000614,0.3333,2,1,14,14,1.731,1.558,0.786,0.967,0.357,0.005205142517437454,0.786,0.013567839195979899,0.3200318945140252,1268,11.0,5.0,16.0,0.06933610677760445
IND802158AAB,Jagdishpur_Wardno13_D (Bihar),Bihar,28,0.000806,0.0005,0.6667,2,1,17,11,4.164,3.474,0.909,1.524,0.353,0.0036576677149560487,0.909,0.013567839195979899,0.36876765207328077,1106,10.0,6.0,16.0,0.06933610677760445
IND176110AAB,Sujanpur_SainkSCL_D (Himachal Pradesh),Himachal Pradesh,16,0.000404,0.000214,0.0,1,1,7,9,2.047,2.1,1.0,1.862,1.0,0.0018333719067521635,1.0,0.007537688442211055,0.402811318104689,536,9.0,7.0,16.0,0.06933610677760445
IND400016AAB,Mumbai_MhimWest_C (Maharashtra),Maharashtra,16,0.0,0.000116,0.0,0,2,0,16,3.343,2.958,1.0,0.0,0.0,0.0,1.0,0.007537688442211055,0.40226130653266334,616,16.0,0.0,16.0,0.06933610677760445
IND614602AAA,Pattukotai_anthniyr_D (Tamil Nadu),Tamil Nadu,16,0.0,0.000116,0.0,0,1,0,16,1.541,1.5,1.0,0.0,0.0,0.0,1.0,0.007537688442211055,0.40226130653266334,615,16.0,0.0,16.0,0.06933610677760445
IND361001AAA,Jamnagar_Dc (Gujarat),Gujarat,16,0.0,0.000116,0.0,0,1,0,16,3.357,2.667,1.0,0.0,0.0,0.0,1.0,0.007537688442211055,0.40226130653266334,614,16.0,0.0,16.0,0.06933610677760445
IND342902A1B,,Unknown,16,0.0,0.000425,0.3333,2,1,7,9,5.768,3.857,1.0,2.574,1.0,0.0,1.0,0.007537688442211055,0.40226130653266334,613,9.0,7.0,16.0,0.06933610677760445
IND176201AAA,Jassur_AadiDPP_D (Himachal Pradesh),Himachal Pradesh,16,0.0,0.0007,1.0,1,1,7,9,1.974,1.625,1.0,1.946,1.0,0.0,1.0,0.007537688442211055,0.40226130653266334,610,9.0,7.0,16.0,0.06933610677760445
IND273304AAA,Nichlaul_Wardno13_D (Uttar Pradesh),Uttar Pradesh,17,0.000408,0.000414,0.0,2,1,3,14,3.665,2.771,0.929,4.167,1.0,0.0018515241038487196,0.929,0.008040201005025126,0.3745675175326622,1073,13.0,3.0,16.0,0.06933610677760445
IND572101AAA,Tumkur_Veersagr_I (Karnataka),Karnataka,19,0.001627,0.000866,0.3,3,2,6,13,4.006,3.333,1.0,2.231,0.5,0.007383406169024183,1.0,0.009045226130653266,0.40492858968990325,291,13.0,3.0,16.0,0.06933610677760445
IND743513AAA,Fatepur_NH117_D (West Bengal),West Bengal,16,0.000405,0.000409,1.0,1,1,4,12,1.998,1.789,1.0,2.85,1.0,0.0018379099560263024,1.0,0.007537688442211055,0.40281267951947125,533,12.0,4.0,16.0,0.06933610677760445
IND476111AAA,Ambah_MrenTirh_D (Madhya Pradesh),Madhya Pradesh,17,0.001213,0.000548,0.5,2,2,9,8,2.087,2.254,0.875,3.771,1.0,0.00550465376953063,0.875,0.008040201005025126,0.35406345643236675,1160,7.0,9.0,16.0,0.06933610677760445
IND786184AAA,Chabua_CollgeRD_D (Assam),Assam,17,0.0,0.000541,1.0,1,2,10,7,2.52,2.167,1.0,3.374,0.9,0.0,1.0,0.008040201005025126,0.40241206030150756,601,7.0,9.0,16.0,0.06933610677760445
IND624619AAA,Oddnchtram_Palani_D (Tamil Nadu),Tamil Nadu,22,1.8e-05,0.000936,0.6667,2,1,12,10,2.368,2.25,0.8,2.279,0.667,8.168488693450234e-05,0.8,0.010552763819095477,0.32319033461180907,1250,8.0,8.0,16.0,0.06933610677760445
IND271001AAA,Gonda_KotwaliN_D (Uttar Pradesh),Uttar Pradesh,18,0.0,0.000805,1.0,1,2,12,6,12.972,10.833,1.0,2.655,0.833,0.0,1.0,0.008542713567839196,0.40256281407035177,571,6.0,10.0,16.0,0.06933610677760445
IND571114AAA,HDKote_BegurRD_D (Karnataka),Karnataka,17,6e-06,0.000279,0.6667,2,1,9,8,4.062,2.917,1.0,5.665,0.889,2.7228295644834112e-05,1.0,0.008040201005025126,0.402420228790201,586,8.0,8.0,16.0,0.06933610677760445
IND603102AAA,Kalpakkam_Sadras_D (Tamil Nadu),Tamil Nadu,16,0.000403,0.000326,0.0,1,1,4,12,1.726,1.527,1.0,2.508,1.0,0.0018288338574780243,1.0,0.007537688442211055,0.40280995668990677,537,12.0,4.0,16.0,0.06933610677760445
IND577132AAD,Mudigere_HesglDPP_D (Karnataka),Karnataka,18,0.001208,0.00058,1.0,1,1,7,11,3.177,3.0,0.818,3.177,1.0,0.005481963523159935,0.818,0.008542713567839196,0.3314074031272997,1225,9.0,7.0,16.0,0.06933610677760445
IND480886AAA,Lakhnadon_Central_DPP_1 (Madhya Pradesh),Madhya Pradesh,16,0.000405,0.000585,0.6667,1,2,8,8,1.794,1.477,1.0,2.47,1.0,0.0018379099560263024,1.0,0.007537688442211055,0.40281267951947125,535,8.0,8.0,16.0,0.06933610677760445
IND431122AAA,Beed_JalnaRd_D (Maharashtra),Maharashtra,16,0.001215,0.000273,0.0,1,1,9,7,2.333,2.5,1.0,2.326,1.0,0.005513729868078908,1.0,0.007537688442211055,0.403915425493087,400,7.0,9.0,16.0,0.06933610677760445
IND380006AAA,Ahmedabad_Paldi_D (Gujarat),Gujarat,18,0.0,0.000116,0.0,0,1,0,18,3.852,2.0,0.889,0.0,0.0,0.0,0.889,0.008542713567839196,0.3581628140703518,1148,16.0,0.0,16.0,0.06933610677760445
IND814112AAA,Deoghar_Barmasia_D (Jharkhand),Jharkhand,16,0.000405,0.000514,0.5,3,2,7,9,3.822,2.579,1.0,3.184,1.0,0.0018379099560263024,1.0,0.007537688442211055,0.40281267951947125,534,9.0,7.0,16.0,0.06933610677760445
IND383315AAC,Modasa_Central_D_1 (Gujarat),Gujarat,26,0.000808,0.000491,0.6667,1,2,13,13,2.864,1.484,0.769,1.234,0.462,0.003666743813504327,0.769,0.01256281407035176,0.31246886736515683,1276,10.0,6.0,16.0,0.06933610677760445
IND523201AAA,Addanki_Oilmilrd_D (Andhra Pradesh),Andhra Pradesh,21,0.001208,0.000513,0.0,1,1,19,2,4.256,4.256,0.5,1.401,0.737,0.005481963523159935,0.5,0.010050251256281407,0.2046596644338324,1400,1.0,14.0,15.0,0.06500260010400416
IND700065AAB,CCU_Beleghta_CP (West Bengal),West Bengal,15,0.0,0.000116,0.0,0,1,0,15,4.394,4.231,1.0,0.0,0.0,0.0,1.0,0.007035175879396985,0.40211055276381913,627,15.0,0.0,15.0,0.06500260010400416
IND506001AAC,Warangal_Central_D_2 (Telangana),Telangana,15,0.0,0.000116,1.0,0,2,0,15,2.481,2.077,1.0,0.0,0.0,0.0,1.0,0.007035175879396985,0.40211055276381913,628,15.0,0.0,15.0,0.06500260010400416
IND781005AAA,Guwahati_North (Assam),Assam,16,0.0,0.000374,0.0,1,1,6,10,3.473,3.5,0.9,6.181,1.0,0.0,0.9,0.007537688442211055,0.36226130653266336,1135,9.0,6.0,15.0,0.06500260010400416
IND124112AAA,Meham_GModDPP_D (Haryana),Haryana,15,0.0,0.000224,0.8333,1,3,7,8,2.258,1.85,1.0,7.258,1.0,0.0,1.0,0.007035175879396985,0.40211055276381913,629,8.0,7.0,15.0,0.06500260010400416
IND415409AAB,Islampur_Shantanu_D (Maharashtra),Maharashtra,17,0.001619,0.000248,0.0,1,1,4,13,3.328,2.25,0.846,2.601,1.0,0.007347101774831071,0.846,0.008040201005025126,0.3430161908339569,1192,11.0,4.0,15.0,0.06500260010400416
IND851204AAA,Khagaria_GodamDPP_D (Bihar),Bihar,15,0.0,0.000618,1.0,2,0,15,0,0.0,0.0,0.0,3.362,1.0,0.0,0.0,0.007035175879396985,0.0021105527638190956,1516,0.0,15.0,15.0,0.06500260010400416
IND609110AAA,Sirkazhi_Pngktgudi_D (Tamil Nadu),Tamil Nadu,15,0.002824,0.000585,0.0,1,1,7,8,2.1,2.1,1.0,2.568,1.0,0.01281545115016859,1.0,0.007035175879396985,0.4059551881088697,198,8.0,7.0,15.0,0.06500260010400416
IND241124AAB,Shahabad_KDRoad_D (Uttar Pradesh),Uttar Pradesh,15,0.002422,0.000764,0.0,1,1,11,4,2.195,2.186,1.0,1.997,1.0,0.010991155341964704,1.0,0.007035175879396985,0.40540789936640853,242,4.0,11.0,15.0,0.06500260010400416
IND134109AAA,Chandigarh_Panchkula (Chandigarh),Chandigarh,15,0.0,0.000116,0.0,0,1,0,15,17.707,20.0,1.0,0.0,0.0,0.0,1.0,0.007035175879396985,0.40211055276381913,631,15.0,0.0,15.0,0.06500260010400416
IND209721AAB,Chhibramau_Bhainpura_D (Uttar Pradesh),Uttar Pradesh,20,0.0,0.000694,1.0,1,1,10,10,1.503,1.267,0.5,2.663,1.0,0.0,0.5,0.009547738693467337,0.20286432160804022,1407,5.0,10.0,15.0,0.06500260010400416
IND123001AAA,Narnaul_DC (Haryana),Haryana,16,0.001616,0.000314,0.3333,2,1,3,13,2.384,2.0,1.0,2.1,0.667,0.007333487627008654,1.0,0.007537688442211055,0.40446135282076595,342,13.0,2.0,15.0,0.06500260010400416
IND312403AAA,BariSadri_BhmprDPP_D (Rajasthan),Rajasthan,16,0.000806,0.000452,0.0,1,1,7,9,1.599,1.5,0.889,4.194,1.0,0.0036576677149560487,0.889,0.007537688442211055,0.35895860684715014,1143,8.0,7.0,15.0,0.06500260010400416
IND243001AAA,Bareilly_Central_D_2 (Uttar Pradesh),Uttar Pradesh,15,0.0,0.000116,1.0,0,2,0,15,1.82,1.562,1.0,0.0,0.0,0.0,1.0,0.007035175879396985,0.40211055276381913,632,15.0,0.0,15.0,0.06500260010400416
IND416404AAA,Jath_Shivprsad_D (Maharashtra),Maharashtra,15,0.002013,0.000706,0.0,2,1,9,6,4.524,4.81,1.0,3.595,1.0,0.009135093188841845,1.0,0.007035175879396985,0.40485108072047166,303,6.0,9.0,15.0,0.06500260010400416
IND160102AAD,Chandigarh_Raiprkln_C (Chandigarh),Chandigarh,15,0.0,0.000116,0.0,0,2,0,15,2.664,2.378,1.0,0.0,0.0,0.0,1.0,0.007035175879396985,0.40211055276381913,626,15.0,0.0,15.0,0.06500260010400416
IND127021AAA,Bhiwani_DC (Haryana),Haryana,19,0.001213,0.000416,0.3333,2,1,11,8,3.125,2.75,1.0,2.876,0.636,0.00550465376953063,1.0,0.009045226130653266,0.40436496397005517,356,8.0,7.0,15.0,0.06500260010400416
IND248197AAA,Dehradun_Selakui_D (Uttarakhand),Uttarakhand,16,0.0,0.000116,0.0,0,1,0,16,2.239,2.145,0.938,0.0,0.0,0.0,0.938,0.007537688442211055,0.3774613065326633,1057,15.0,0.0,15.0,0.06500260010400416
IND690548AAA,Haripad_Kumrpurm_D (Kerala),Kerala,22,0.000411,0.001289,0.3333,2,1,7,15,1.466,1.222,0.6,1.922,0.857,0.0018651382516711367,0.6,0.010552763819095477,0.24372537062122995,1375,9.0,6.0,15.0,0.06500260010400416
